SDate,STime,SDateTime,Station,GROW_AREA,OpenClosed,WDIR,Tide,Class,CATEGORY,Temp,Sal,ColiScore,RawColi,YEAR,LCFlag,RCFlag,ColiVal
2018-01-09,13:15:00,2018-01-09T13:15:00Z,WJ047.00,WJ,,,F,CA,A,,,,,2018,,,
2017-12-11,08:31:00,2017-12-11T08:31:00Z,WJ047.00,WJ,O,SW,E,CA,A,2,30,6,6,2017,FALSE,FALSE,6
2017-11-27,08:30:00,2017-11-27T08:30:00Z,WJ047.00,WJ,O,SE,E,CA,A,4,30,4,4,2017,FALSE,FALSE,4
2017-11-13,07:08:00,2017-11-13T07:08:00Z,WJ047.00,WJ,O,CL,H,CA,A,5,34,1.9,<2,2017,TRUE,FALSE,2
2017-09-20,11:21:00,2017-09-20T11:21:00Z,WJ047.00,WJ,C,E,HF,CA,A,16,32,9.1,9.1,2017,FALSE,FALSE,9.1
2017-09-13,16:30:00,2017-09-13T16:30:00Z,WJ047.00,WJ,C,S,HF,CA,A,15,31,1.9,<2,2017,TRUE,FALSE,2
2017-07-12,14:57:00,2017-07-12T14:57:00Z,WJ047.00,WJ,C,SE,HE,CA,A,21,30,1.9,<2,2017,TRUE,FALSE,2
2017-06-26,12:50:00,2017-06-26T12:50:00Z,WJ047.00,WJ,C,SW,HF,CA,A,17,32,1.9,<2,2017,TRUE,FALSE,2
2017-05-09,11:02:00,2017-05-09T11:02:00Z,WJ047.00,WJ,C,S,H,CA,A,8,28,1.9,<2,2017,TRUE,FALSE,2
2017-04-10,11:06:00,2017-04-10T11:06:00Z,WJ047.00,WJ,O,S,HF,CA,A,6,30,1.9,<2,2017,TRUE,FALSE,2
2017-02-01,15:41:00,2017-02-01T15:41:00Z,WJ047.00,WJ,O,,E,CA,A,1,30,1.9,<2,2017,TRUE,FALSE,2
2017-01-03,14:25:00,2017-01-03T14:25:00Z,WJ047.00,WJ,O,NE,H,CA,A,3,30,1.9,<2,2017,TRUE,FALSE,2
2016-12-13,10:29:00,2016-12-13T10:29:00Z,WJ047.00,WJ,O,CL,HE,CA,A,5,30,2,2,2016,FALSE,FALSE,2
2016-11-16,11:17:00,2016-11-16T11:17:00Z,WJ047.00,WJ,O,CL,HF,CA,A,8,32,36,36,2016,FALSE,FALSE,36
2016-09-27,08:52:00,2016-09-27T08:52:00Z,WJ047.00,WJ,C,CL,H,CA,A,15,30,70,70,2016,FALSE,FALSE,70
2016-08-03,11:23:00,2016-08-03T11:23:00Z,WJ047.00,WJ,C,S,HF,CA,A,17,31,1.9,<2,2016,TRUE,FALSE,2
2016-07-11,16:03:00,2016-07-11T16:03:00Z,WJ047.00,WJ,C,NE,HF,CA,A,17,30,1.9,<2,2016,TRUE,FALSE,2
2016-06-21,11:56:00,2016-06-21T11:56:00Z,WJ047.00,WJ,C,SW,HF,CA,A,17,30,1.9,<2,2016,TRUE,FALSE,2
2016-05-10,12:56:00,2016-05-10T12:56:00Z,WJ047.00,WJ,O,S,F,CA,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-05,10:09:00,2016-04-05T10:09:00Z,WJ047.00,WJ,O,N,H,CA,A,5,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-21,13:50:00,2016-03-21T13:50:00Z,WJ047.00,WJ,O,N,E,CA,A,3,31,1.9,<2,2016,TRUE,FALSE,2
2016-02-08,10:30:00,2016-02-08T10:30:00Z,WJ047.00,WJ,O,E,H,CA,A,-1,30,1.9,<2,2016,TRUE,FALSE,2
2015-12-21,08:43:00,2015-12-21T08:43:00Z,WJ047.00,WJ,O,S,E,CA,A,3,30,1.9,<2,2015,TRUE,FALSE,2
2015-12-10,08:10:00,2015-12-10T08:10:00Z,WJ047.00,WJ,O,W,F,CA,A,3,30,2,2,2015,FALSE,FALSE,2
2015-11-02,14:25:00,2015-11-02T14:25:00Z,WJ047.00,WJ,O,CL,HF,CA,A,15,32,1.9,<2,2015,TRUE,FALSE,2
2015-10-19,14:37:00,2015-10-19T14:37:00Z,WJ047.00,WJ,C,S,HF,CA,A,9,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-26,21:11:00,2015-08-26T21:11:00Z,WJ047.00,WJ,C,S,H,CA,A,20,30,1.9,<2,2015,TRUE,FALSE,2
2015-07-15,10:37:00,2015-07-15T10:37:00Z,WJ047.00,WJ,C,,HF,CA,A,18,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-26,06:24:00,2015-05-26T06:24:00Z,WJ047.00,WJ,C,SW,H,CA,A,13,30,1.9,<2,2015,TRUE,FALSE,2
2015-04-13,,2015-04-13T00:00:00Z,WJ047.00,WJ,O,SE,L,CA,A,8,30,1.9,<2,2015,TRUE,FALSE,2
2015-04-08,13:21:00,2015-04-08T13:21:00Z,WJ047.00,WJ,O,E,HF,CA,A,9,30,1.9,<2,2015,TRUE,FALSE,2
2015-03-25,15:03:00,2015-03-25T15:03:00Z,WJ047.00,WJ,O,,HF,CA,A,,,,,2015,,,
2015-03-10,14:09:00,2015-03-10T14:09:00Z,WJ047.00,WJ,O,,HF,CA,A,,,,,2015,,,
2015-02-11,13:25:00,2015-02-11T13:25:00Z,WJ047.00,WJ,O,,F,CA,A,,,,,2015,,,
2015-01-07,11:29:00,2015-01-07T11:29:00Z,WJ047.00,WJ,O,CL,HF,CA,A,2,30,1.9,<2,2015,TRUE,FALSE,2
2019-09-30,12:33:00,2019-09-30T12:33:00Z,WJ046.00,WJ,O,,H,A,A,13,31,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,14:12:00,2019-08-20T14:12:00Z,WJ046.00,WJ,O,,HF,A,A,19,31,1.9,<2,2019,TRUE,FALSE,2
2019-07-08,15:54:00,2019-07-08T15:54:00Z,WJ046.00,WJ,O,,HF,A,A,18,30,1.9,<2,2019,TRUE,FALSE,2
2019-06-25,17:37:00,2019-06-25T17:37:00Z,WJ046.00,WJ,O,,H,A,A,16,32,1.9,<2,2019,TRUE,FALSE,2
2019-05-28,08:21:00,2019-05-28T08:21:00Z,WJ046.00,WJ,O,,HE,A,A,12,31,1.9,<2,2019,TRUE,FALSE,2
2019-04-29,07:53:00,2019-04-29T07:53:00Z,WJ046.00,WJ,O,,H,A,A,6,25,1.9,<2,2019,TRUE,FALSE,2
2018-11-05,08:53:00,2018-11-05T08:53:00Z,WJ046.00,WJ,O,N,H,A,A,7,31,2,2,2018,FALSE,FALSE,2
2018-09-05,08:20:00,2018-09-05T08:20:00Z,WJ046.00,WJ,O,CL,HE,A,A,19,33,1.9,<2,2018,TRUE,FALSE,2
2018-08-22,07:44:00,2018-08-22T07:44:00Z,WJ046.00,WJ,O,E,F,A,A,19,31,2,2,2018,FALSE,FALSE,2
2018-06-19,16:55:00,2018-06-19T16:55:00Z,WJ046.00,WJ,O,NW,H,A,A,16,31,1.9,<2,2018,TRUE,FALSE,2
2018-05-21,16:16:00,2018-05-21T16:16:00Z,WJ046.00,WJ,O,S,HF,A,A,11,31,1.9,<2,2018,TRUE,FALSE,2
2018-04-04,13:48:00,2018-04-04T13:48:00Z,WJ046.00,WJ,O,S,HF,A,A,5,30,1.9,<2,2018,TRUE,FALSE,2
2017-09-20,12:24:00,2017-09-20T12:24:00Z,WJ046.00,WJ,O,E,H,A,A,16,32,4,4,2017,FALSE,FALSE,4
2017-09-13,16:17:00,2017-09-13T16:17:00Z,WJ046.00,WJ,O,SW,HF,A,A,16,31,96,96,2017,FALSE,FALSE,96
2017-07-12,13:50:00,2017-07-12T13:50:00Z,WJ046.00,WJ,O,SE,H,A,A,20,30,1.9,<2,2017,TRUE,FALSE,2
2017-06-26,12:55:00,2017-06-26T12:55:00Z,WJ046.00,WJ,O,SW,HF,A,A,16,32,4,4,2017,FALSE,FALSE,4
2017-05-09,11:10:00,2017-05-09T11:10:00Z,WJ046.00,WJ,O,S,H,A,A,8,28,1.9,<2,2017,TRUE,FALSE,2
2017-04-10,11:15:00,2017-04-10T11:15:00Z,WJ046.00,WJ,O,S,H,A,A,6,30,1.9,<2,2017,TRUE,FALSE,2
2016-11-16,10:59:00,2016-11-16T10:59:00Z,WJ046.00,WJ,O,CL,HF,A,A,8,30,36,36,2016,FALSE,FALSE,36
2016-09-27,08:59:00,2016-09-27T08:59:00Z,WJ046.00,WJ,O,CL,H,A,A,14,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-03,11:29:00,2016-08-03T11:29:00Z,WJ046.00,WJ,O,S,HF,A,A,17,31,1.9,<2,2016,TRUE,FALSE,2
2016-07-11,16:11:00,2016-07-11T16:11:00Z,WJ046.00,WJ,O,S,HF,A,A,16,30,2,2,2016,FALSE,FALSE,2
2016-06-21,12:16:00,2016-06-21T12:16:00Z,WJ046.00,WJ,O,SW,H,A,A,15,30,1.9,<2,2016,TRUE,FALSE,2
2016-05-10,12:59:00,2016-05-10T12:59:00Z,WJ046.00,WJ,O,S,F,A,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-05,10:12:00,2016-04-05T10:12:00Z,WJ046.00,WJ,O,N,H,A,A,4,30,1.9,<2,2016,TRUE,FALSE,2
2015-10-19,14:43:00,2015-10-19T14:43:00Z,WJ046.00,WJ,O,S,HF,A,A,9,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-26,19:30:00,2015-08-26T19:30:00Z,WJ046.00,WJ,O,S,HF,A,A,20,30,4,4,2015,FALSE,FALSE,4
2015-07-15,10:52:00,2015-07-15T10:52:00Z,WJ046.00,WJ,O,,HF,A,A,18,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-26,06:29:00,2015-05-26T06:29:00Z,WJ046.00,WJ,O,SW,H,A,A,14,30,1.9,<2,2015,TRUE,FALSE,2
2015-04-08,13:26:00,2015-04-08T13:26:00Z,WJ046.00,WJ,O,E,HF,A,A,10,30,1.9,<2,2015,TRUE,FALSE,2
2015-03-25,14:52:00,2015-03-25T14:52:00Z,WJ046.00,WJ,O,CL,HF,A,A,1,30,1.9,<2,2015,TRUE,FALSE,2
2015-02-11,13:40:00,2015-02-11T13:40:00Z,WJ046.00,WJ,O,,F,A,A,,,,,2015,,,
2019-09-30,12:39:00,2019-09-30T12:39:00Z,WJ038.00,WJ,O,,H,A,A,13,31,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,14:17:00,2019-08-20T14:17:00Z,WJ038.00,WJ,O,,HF,A,A,18,31,1.9,<2,2019,TRUE,FALSE,2
2019-07-08,15:58:00,2019-07-08T15:58:00Z,WJ038.00,WJ,O,,HF,A,A,17,30,1.9,<2,2019,TRUE,FALSE,2
2019-06-25,17:41:00,2019-06-25T17:41:00Z,WJ038.00,WJ,O,,H,A,A,15,32,1.9,<2,2019,TRUE,FALSE,2
2019-05-28,07:06:00,2019-05-28T07:06:00Z,WJ038.00,WJ,O,,H,A,A,12,31,1.9,<2,2019,TRUE,FALSE,2
2019-04-29,07:58:00,2019-04-29T07:58:00Z,WJ038.00,WJ,O,,H,A,A,6,25,1.9,<2,2019,TRUE,FALSE,2
2018-11-05,08:58:00,2018-11-05T08:58:00Z,WJ038.00,WJ,O,N,H,A,A,7,31,6,6,2018,FALSE,FALSE,6
2018-09-05,08:25:00,2018-09-05T08:25:00Z,WJ038.00,WJ,O,CL,HE,A,A,19,33,2,2,2018,FALSE,FALSE,2
2018-08-22,07:50:00,2018-08-22T07:50:00Z,WJ038.00,WJ,O,E,HF,A,A,18,32,1.9,<2,2018,TRUE,FALSE,2
2018-06-19,17:02:00,2018-06-19T17:02:00Z,WJ038.00,WJ,O,NW,H,A,A,15.8,31,2,2,2018,FALSE,FALSE,2
2018-05-21,16:21:00,2018-05-21T16:21:00Z,WJ038.00,WJ,O,S,HF,A,A,11,31,2,2,2018,FALSE,FALSE,2
2018-04-04,13:50:00,2018-04-04T13:50:00Z,WJ038.00,WJ,O,CL,HF,A,A,5,29,1.9,<2,2018,TRUE,FALSE,2
2017-09-20,11:28:00,2017-09-20T11:28:00Z,WJ038.00,WJ,O,E,H,A,A,15,32,10,10,2017,FALSE,FALSE,10
2017-09-13,16:04:00,2017-09-13T16:04:00Z,WJ038.00,WJ,O,SW,HF,A,A,16,31,12.7,12.7,2017,FALSE,FALSE,12.7
2017-07-12,13:54:00,2017-07-12T13:54:00Z,WJ038.00,WJ,O,SE,H,A,A,19,30,1.9,<2,2017,TRUE,FALSE,2
2017-06-26,13:00:00,2017-06-26T13:00:00Z,WJ038.00,WJ,O,CL,HF,A,A,16,32,2,2,2017,FALSE,FALSE,2
2017-05-09,11:15:00,2017-05-09T11:15:00Z,WJ038.00,WJ,O,S,H,A,A,8,28,1.9,<2,2017,TRUE,FALSE,2
2017-04-10,11:20:00,2017-04-10T11:20:00Z,WJ038.00,WJ,O,S,H,A,A,5,30,1.9,<2,2017,TRUE,FALSE,2
2016-09-27,09:03:00,2016-09-27T09:03:00Z,WJ038.00,WJ,O,CL,H,A,A,14,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-03,11:36:00,2016-08-03T11:36:00Z,WJ038.00,WJ,O,S,HF,A,A,16,31,1.9,<2,2016,TRUE,FALSE,2
2016-07-11,16:18:00,2016-07-11T16:18:00Z,WJ038.00,WJ,O,CL,HF,A,A,16,30,2,2,2016,FALSE,FALSE,2
2016-06-21,12:24:00,2016-06-21T12:24:00Z,WJ038.00,WJ,O,SW,H,A,A,16,30,1.9,<2,2016,TRUE,FALSE,2
2016-05-10,13:04:00,2016-05-10T13:04:00Z,WJ038.00,WJ,O,S,F,A,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-05,10:15:00,2016-04-05T10:15:00Z,WJ038.00,WJ,O,N,H,A,A,4,30,1.9,<2,2016,TRUE,FALSE,2
2015-10-19,14:50:00,2015-10-19T14:50:00Z,WJ038.00,WJ,O,S,HF,A,A,10,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-26,19:38:00,2015-08-26T19:38:00Z,WJ038.00,WJ,O,S,HF,A,A,20,30,1.9,<2,2015,TRUE,FALSE,2
2015-07-15,10:58:00,2015-07-15T10:58:00Z,WJ038.00,WJ,O,,HF,A,A,18,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-26,06:32:00,2015-05-26T06:32:00Z,WJ038.00,WJ,O,SW,H,A,A,13,30,1.9,<2,2015,TRUE,FALSE,2
2015-04-08,13:30:00,2015-04-08T13:30:00Z,WJ038.00,WJ,O,E,HF,A,A,9,30,1.9,<2,2015,TRUE,FALSE,2
2015-03-25,14:38:00,2015-03-25T14:38:00Z,WJ038.00,WJ,O,CL,HF,A,A,1,31,1.9,<2,2015,TRUE,FALSE,2
2015-02-11,13:43:00,2015-02-11T13:43:00Z,WJ038.00,WJ,O,,F,A,A,,,,,2015,,,
2019-09-30,12:48:00,2019-09-30T12:48:00Z,WJ035.00,WJ,O,,H,A,A,13,30,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,14:25:00,2019-08-20T14:25:00Z,WJ035.00,WJ,O,,HF,A,A,20,31,1.9,<2,2019,TRUE,FALSE,2
2019-07-08,16:05:00,2019-07-08T16:05:00Z,WJ035.00,WJ,O,,HF,A,A,20,30,1.9,<2,2019,TRUE,FALSE,2
2019-06-25,17:51:00,2019-06-25T17:51:00Z,WJ035.00,WJ,O,,H,A,A,16,32,1.9,<2,2019,TRUE,FALSE,2
2019-05-28,06:29:00,2019-05-28T06:29:00Z,WJ035.00,WJ,O,,HF,A,A,11,31,1.9,<2,2019,TRUE,FALSE,2
2019-04-29,08:06:00,2019-04-29T08:06:00Z,WJ035.00,WJ,O,,H,A,A,5,25,1.9,<2,2019,TRUE,FALSE,2
2018-11-05,09:06:00,2018-11-05T09:06:00Z,WJ035.00,WJ,O,N,H,A,A,7,30,20,20,2018,FALSE,FALSE,20
2018-10-22,09:38:00,2018-10-22T09:38:00Z,WJ035.00,WJ,O,W,HF,A,A,7,30,1.9,<2,2018,TRUE,FALSE,2
2018-10-09,13:41:00,2018-10-09T13:41:00Z,WJ035.00,WJ,O,SW,E,A,A,14,30,2,2,2018,FALSE,FALSE,2
2018-09-05,08:33:00,2018-09-05T08:33:00Z,WJ035.00,WJ,O,CL,HE,A,A,20,33,1.9,<2,2018,TRUE,FALSE,2
2018-08-22,07:57:00,2018-08-22T07:57:00Z,WJ035.00,WJ,O,CL,HF,A,A,19,31,1.9,<2,2018,TRUE,FALSE,2
2018-06-19,17:10:00,2018-06-19T17:10:00Z,WJ035.00,WJ,O,NW,H,A,A,17.8,30,22,22,2018,FALSE,FALSE,22
2018-05-21,16:27:00,2018-05-21T16:27:00Z,WJ035.00,WJ,O,S,HF,A,A,13,30,1.9,<2,2018,TRUE,FALSE,2
2017-09-20,11:35:00,2017-09-20T11:35:00Z,WJ035.00,WJ,O,E,H,A,A,16,33,50,50,2017,FALSE,FALSE,50
2017-09-13,15:55:00,2017-09-13T15:55:00Z,WJ035.00,WJ,O,S,HF,A,A,17,31,10,10,2017,FALSE,FALSE,10
2017-07-12,14:02:00,2017-07-12T14:02:00Z,WJ035.00,WJ,O,CL,H,A,A,20,30,2,2,2017,FALSE,FALSE,2
2017-06-26,13:08:00,2017-06-26T13:08:00Z,WJ035.00,WJ,O,CL,HF,A,A,18,32,9.1,9.1,2017,FALSE,FALSE,9.1
2017-05-09,11:23:00,2017-05-09T11:23:00Z,WJ035.00,WJ,O,S,H,A,A,9,28,1.9,<2,2017,TRUE,FALSE,2
2017-04-10,11:27:00,2017-04-10T11:27:00Z,WJ035.00,WJ,O,CL,H,A,A,7,28,1.9,<2,2017,TRUE,FALSE,2
2016-09-27,09:15:00,2016-09-27T09:15:00Z,WJ035.00,WJ,O,CL,H,A,A,14,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-03,11:45:00,2016-08-03T11:45:00Z,WJ035.00,WJ,O,CL,HF,A,A,19,32,38,38,2016,FALSE,FALSE,38
2016-07-11,16:26:00,2016-07-11T16:26:00Z,WJ035.00,WJ,O,N,HF,A,A,17,30,1.9,<2,2016,TRUE,FALSE,2
2016-06-21,12:36:00,2016-06-21T12:36:00Z,WJ035.00,WJ,O,SW,H,A,A,18,30,2,2,2016,FALSE,FALSE,2
2016-05-10,13:10:00,2016-05-10T13:10:00Z,WJ035.00,WJ,O,S,F,A,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-05,10:21:00,2016-04-05T10:21:00Z,WJ035.00,WJ,O,N,HE,A,A,5,30,1.9,<2,2016,TRUE,FALSE,2
2015-10-19,14:56:00,2015-10-19T14:56:00Z,WJ035.00,WJ,O,S,HF,A,A,9,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-26,19:44:00,2015-08-26T19:44:00Z,WJ035.00,WJ,O,S,HF,A,A,20,30,1.9,<2,2015,TRUE,FALSE,2
2015-07-15,11:06:00,2015-07-15T11:06:00Z,WJ035.00,WJ,O,,H,A,A,20,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-26,06:39:00,2015-05-26T06:39:00Z,WJ035.00,WJ,O,SW,HE,A,A,15,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-04,12:21:00,2015-05-04T12:21:00Z,WJ035.00,WJ,O,SW,H,A,A,21,30,1.9,<2,2015,TRUE,FALSE,2
2015-04-08,13:37:00,2015-04-08T13:37:00Z,WJ035.00,WJ,O,E,HF,A,A,9,30,1.9,<2,2015,TRUE,FALSE,2
2015-03-25,14:25:00,2015-03-25T14:25:00Z,WJ035.00,WJ,O,,F,A,A,,,,,2015,,,
2015-02-11,13:51:00,2015-02-11T13:51:00Z,WJ035.00,WJ,O,,F,A,A,,,,,2015,,,
2019-10-26,08:45:00,2019-10-26T08:45:00Z,WJ034.00,WJ,C,,HF,A,A,14,31,8,8,2019,FALSE,FALSE,8
2019-09-30,12:56:00,2019-09-30T12:56:00Z,WJ034.00,WJ,O,,H,A,A,15,31,2,2,2019,FALSE,FALSE,2
2019-08-20,14:39:00,2019-08-20T14:39:00Z,WJ034.00,WJ,O,,H,A,A,25,31,1.9,<2,2019,TRUE,FALSE,2
2019-07-15,11:25:00,2019-07-15T11:25:00Z,WJ034.00,WJ,C,,H,A,A,20,30,4,4,2019,FALSE,FALSE,4
2019-07-08,16:11:00,2019-07-08T16:11:00Z,WJ034.00,WJ,O,,HF,A,A,21,30,1.9,<2,2019,TRUE,FALSE,2
2019-06-25,17:57:00,2019-06-25T17:57:00Z,WJ034.00,WJ,O,,H,A,A,16,32,2,2,2019,FALSE,FALSE,2
2019-05-28,08:40:00,2019-05-28T08:40:00Z,WJ034.00,WJ,O,,E,A,A,13,31,1.9,<2,2019,TRUE,FALSE,2
2019-04-29,08:15:00,2019-04-29T08:15:00Z,WJ034.00,WJ,O,,H,A,A,5,25,1.9,<2,2019,TRUE,FALSE,2
2018-11-05,09:16:00,2018-11-05T09:16:00Z,WJ034.00,WJ,O,N,H,A,A,6,29,16,16,2018,FALSE,FALSE,16
2018-10-22,09:34:00,2018-10-22T09:34:00Z,WJ034.00,WJ,O,W,HF,A,A,5,30,1.9,<2,2018,TRUE,FALSE,2
2018-09-30,07:05:00,2018-09-30T07:05:00Z,WJ034.00,WJ,O,CL,E,A,A,15,31,2,2,2018,FALSE,FALSE,2
2018-09-13,12:45:00,2018-09-13T12:45:00Z,WJ034.00,WJ,C,,F,A,A,15,28,2,2,2018,FALSE,FALSE,2
2018-09-05,08:38:00,2018-09-05T08:38:00Z,WJ034.00,WJ,O,CL,HE,A,A,20,33,1.9,<2,2018,TRUE,FALSE,2
2018-08-22,08:01:00,2018-08-22T08:01:00Z,WJ034.00,WJ,O,CL,HF,A,A,20,31,1.9,<2,2018,TRUE,FALSE,2
2018-07-01,11:30:00,2018-07-01T11:30:00Z,WJ034.00,WJ,C,S,F,A,A,27,28,1.9,<2,2018,TRUE,FALSE,2
2018-06-19,17:14:00,2018-06-19T17:14:00Z,WJ034.00,WJ,O,NW,H,A,A,18.8,31,2,2,2018,FALSE,FALSE,2
2018-05-21,16:31:00,2018-05-21T16:31:00Z,WJ034.00,WJ,O,S,HF,A,A,14,29,1.9,<2,2018,TRUE,FALSE,2
2018-04-29,11:10:00,2018-04-29T11:10:00Z,WJ034.00,WJ,C,CL,H,A,A,8,30,2,2,2018,FALSE,FALSE,2
2017-11-04,11:30:00,2017-11-04T11:30:00Z,WJ034.00,WJ,C,,H,A,A,,,,,2017,,,
2017-11-03,10:56:00,2017-11-03T10:56:00Z,WJ034.00,WJ,C,,H,A,A,,,,,2017,,,
2017-11-02,10:35:00,2017-11-02T10:35:00Z,WJ034.00,WJ,C,,HE,A,A,,,,,2017,,,
2017-11-01,08:45:00,2017-11-01T08:45:00Z,WJ034.00,WJ,C,,H,A,A,,,,,2017,,,
2017-10-31,09:10:00,2017-10-31T09:10:00Z,WJ034.00,WJ,O,,HE,A,A,,,,,2017,,,
2017-10-29,07:50:00,2017-10-29T07:50:00Z,WJ034.00,WJ,C,CL,HE,A,A,14,30,68,68,2017,FALSE,FALSE,68
2017-10-04,11:30:00,2017-10-04T11:30:00Z,WJ034.00,WJ,C,,HE,A,A,,,,,2017,,,
2017-10-04,11:30:00,2017-10-04T11:30:00Z,WJ034.00,WJ,C,,HE,A,A,,,,,2017,,,
2017-09-20,11:39:00,2017-09-20T11:39:00Z,WJ034.00,WJ,O,NE,H,A,A,16,34,48,48,2017,FALSE,FALSE,48
2017-09-13,15:49:00,2017-09-13T15:49:00Z,WJ034.00,WJ,O,S,F,A,A,17,31,6,6,2017,FALSE,FALSE,6
2017-08-25,12:50:00,2017-08-25T12:50:00Z,WJ034.00,WJ,C,N,F,A,A,22,31,30.9,30.9,2017,FALSE,FALSE,30.9
2017-08-24,14:20:00,2017-08-24T14:20:00Z,WJ034.00,WJ,C,CL,HE,A,A,20,32,30,30,2017,FALSE,FALSE,30
2017-08-23,11:45:00,2017-08-23T11:45:00Z,WJ034.00,WJ,C,SW,HF,A,A,21,34,180,180,2017,FALSE,FALSE,180
2017-08-22,12:30:00,2017-08-22T12:30:00Z,WJ034.00,WJ,C,S,H,A,A,20,32,60,60,2017,FALSE,FALSE,60
2017-08-21,11:00:00,2017-08-21T11:00:00Z,WJ034.00,WJ,C,CL,H,A,A,17,31,200,200,2017,FALSE,FALSE,200
2017-07-12,14:05:00,2017-07-12T14:05:00Z,WJ034.00,WJ,O,CL,H,A,A,21,30,6,6,2017,FALSE,FALSE,6
2017-06-26,13:13:00,2017-06-26T13:13:00Z,WJ034.00,WJ,O,W,H,A,A,18,32,13,13,2017,FALSE,FALSE,13
2017-05-29,14:42:00,2017-05-29T14:42:00Z,WJ034.00,WJ,C,CL,H,A,A,11,28,6,6,2017,FALSE,FALSE,6
2017-05-09,11:28:00,2017-05-09T11:28:00Z,WJ034.00,WJ,O,S,H,A,A,9,28,1.9,<2,2017,TRUE,FALSE,2
2017-04-10,11:33:00,2017-04-10T11:33:00Z,WJ034.00,WJ,O,S,H,A,A,7,28,1.9,<2,2017,TRUE,FALSE,2
2016-11-02,13:13:00,2016-11-02T13:13:00Z,WJ034.00,WJ,C,W,H,A,A,9,29,2,2,2016,FALSE,FALSE,2
2016-11-01,13:27:00,2016-11-01T13:27:00Z,WJ034.00,WJ,C,CL,HE,A,A,10,30,22,22,2016,FALSE,FALSE,22
2016-10-31,11:49:00,2016-10-31T11:49:00Z,WJ034.00,WJ,C,CL,H,A,A,11,30,240,240,2016,FALSE,FALSE,240
2016-10-26,08:00:00,2016-10-26T08:00:00Z,WJ034.00,WJ,C,NW,HF,A,A,3,30,7.3,7.3,2016,FALSE,FALSE,7.3
2016-10-25,07:57:00,2016-10-25T07:57:00Z,WJ034.00,WJ,C,N,H,A,A,7,32,500,500,2016,FALSE,FALSE,500
2016-10-24,16:30:00,2016-10-24T16:30:00Z,WJ034.00,WJ,C,N,F,A,A,14,28,260,260,2016,FALSE,FALSE,260
2016-09-27,09:20:00,2016-09-27T09:20:00Z,WJ034.00,WJ,O,CL,H,A,A,14.2,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-03,11:52:00,2016-08-03T11:52:00Z,WJ034.00,WJ,O,S,H,A,A,20,31,4,4,2016,FALSE,FALSE,4
2016-07-11,16:31:00,2016-07-11T16:31:00Z,WJ034.00,WJ,O,N,HF,A,A,19,30,1.9,<2,2016,TRUE,FALSE,2
2016-06-21,12:43:00,2016-06-21T12:43:00Z,WJ034.00,WJ,O,SW,H,A,A,20,30,1.9,<2,2016,TRUE,FALSE,2
2016-06-08,13:08:00,2016-06-08T13:08:00Z,WJ034.00,WJ,C,SW,HF,A,A,23,28,13,13,2016,FALSE,FALSE,13
2016-06-07,12:45:00,2016-06-07T12:45:00Z,WJ034.00,WJ,C,SW,HF,A,A,15,30,12,12,2016,FALSE,FALSE,12
2016-05-10,13:13:00,2016-05-10T13:13:00Z,WJ034.00,WJ,O,S,F,A,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-05,10:24:00,2016-04-05T10:24:00Z,WJ034.00,WJ,O,N,HE,A,A,4,30,1.9,<2,2016,TRUE,FALSE,2
2015-10-19,15:00:00,2015-10-19T15:00:00Z,WJ034.00,WJ,O,S,HF,A,A,8,30,1.9,<2,2015,TRUE,FALSE,2
2015-10-06,06:49:00,2015-10-06T06:49:00Z,WJ034.00,WJ,C,CL,H,A,A,11,30,2,2,2015,FALSE,FALSE,2
2015-10-05,06:22:00,2015-10-05T06:22:00Z,WJ034.00,WJ,C,CL,HE,A,A,10,30,8,8,2015,FALSE,FALSE,8
2015-10-04,13:40:00,2015-10-04T13:40:00Z,WJ034.00,WJ,C,SW,F,A,A,20,26,30,30,2015,FALSE,FALSE,30
2015-08-26,19:48:00,2015-08-26T19:48:00Z,WJ034.00,WJ,O,S,HF,A,A,21,30,1.9,<2,2015,TRUE,FALSE,2
