"SDate","STime","SDateTime","Station","GROW_AREA","OpenClosed","WDIR","Tide","Class","CATEGORY","Temp","FLOOD","Sal","ColiScore","RawColi","DELIVERY_TEMP_C","YEAR","LCFlag","RCFlag","ColiVal"
2019-10-15,12:24:00,2019-10-15 12:24:00,"WJ068.50","WJ","O",,"H","A","A",10,,32,1.9,"<2",3,2019,TRUE,FALSE,2
2019-09-30,12:21:00,2019-09-30 12:21:00,"WJ068.50","WJ","O",,"H","A","A",12,,31,1.9,"<2",3,2019,TRUE,FALSE,2
2019-08-26,09:12:00,2019-08-26 09:12:00,"WJ068.50","WJ","O",,"HE","A","A",16,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-07-01,10:43:00,2019-07-01 10:43:00,"WJ068.50","WJ","O",,"H","A","A",17,,,,,,2019,,,
2019-07-01,10:43:00,2019-07-01 10:43:00,"WJ068.50","WJ","O",,"H","A","A",17,,,4,"4",4,2019,FALSE,FALSE,4
2019-06-12,07:34:00,2019-06-12 07:34:00,"WJ068.50","WJ","O",,"H","A","A",9,,25,9.1,"9.1",5,2019,FALSE,FALSE,9.1
2019-04-09,14:32:00,2019-04-09 14:32:00,"WJ068.50","WJ","O",,"H","R","A",3,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2018-11-06,08:05:00,2018-11-06 08:05:00,"WJ068.50","WJ","O",,"F","R","A",6,,31,2,"2",3,2018,FALSE,FALSE,2
2018-09-19,09:30:00,2018-09-19 09:30:00,"WJ068.50","WJ","O","N","E","R","A",16,,33,6,"6",5,2018,FALSE,FALSE,6
2018-08-22,08:58:00,2018-08-22 08:58:00,"WJ068.50","WJ","O","E","H","R","A",20,,31,1.9,"<2",6,2018,TRUE,FALSE,2
2018-06-18,15:40:00,2018-06-18 15:40:00,"WJ068.50","WJ","O","S","H","R","A",14,,35,4,"4",7,2018,FALSE,FALSE,4
2018-05-22,17:34:00,2018-05-22 17:34:00,"WJ068.50","WJ","O","S","HF","R","A",11,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-04-09,09:13:00,2018-04-09 09:13:00,"WJ068.50","WJ","O","W","E","R","A",4,,32,1.9,"<2",2,2018,TRUE,FALSE,2
2017-09-27,18:11:00,2017-09-27 18:11:00,"WJ068.50","WJ","O","SE","HE","R","A",21,,32,6,"6",7,2017,FALSE,FALSE,6
2017-08-16,,2017-08-16 00:00:00,"WJ068.50","WJ","O","CL","F","R","A",20,,30,6,"6",6,2017,FALSE,FALSE,6
2017-07-26,15:01:00,2017-07-26 15:01:00,"WJ068.50","WJ","O","S","HE","R","A",22,,33,4,"4",6,2017,FALSE,FALSE,4
2017-06-13,14:42:00,2017-06-13 14:42:00,"WJ068.50","WJ","O","SW","H","R","A",22,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-02,17:48:00,2017-05-02 17:48:00,"WJ068.50","WJ","O","E","HE","R","A",6,,28,4,"4",4,2017,FALSE,FALSE,4
2017-04-03,17:30:00,2017-04-03 17:30:00,"WJ068.50","WJ","O","NW","H","R","A",5,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2016-11-29,10:13:00,2016-11-29 10:13:00,"WJ068.50","WJ","O","NE","HF","R","A",5,,32,4,"4",8,2016,FALSE,FALSE,4
2016-11-14,11:18:00,2016-11-14 11:18:00,"WJ068.50","WJ","O","SW","HE","R","A",8,,32,1.9,"<2",3,2016,TRUE,FALSE,2
2016-08-01,12:16:00,2016-08-01 12:16:00,"WJ068.50","WJ","O","CL","E","R","A",21,,30,1.9,"<2",2,2016,TRUE,FALSE,2
2016-06-20,11:07:00,2016-06-20 11:07:00,"WJ068.50","WJ","O","SE","HF","R","A",20,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-04,09:55:00,2016-05-04 09:55:00,"WJ068.50","WJ","O","CL","H","R","A",6,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-04-05,10:35:00,2016-04-05 10:35:00,"WJ068.50","WJ","O","W","HE","R","A",1,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2015-11-03,15:12:00,2015-11-03 15:12:00,"WJ068.50","WJ","O","SW","HF","R","A",12,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-10-20,16:23:00,2015-10-20 16:23:00,"WJ068.50","WJ","O","SW","H","R","A",12,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-08-31,12:19:00,2015-08-31 12:19:00,"WJ068.50","WJ","O","SW","HF","R","A",19,,30,14,"14",4,2015,FALSE,FALSE,14
2015-07-20,14:43:00,2015-07-20 14:43:00,"WJ068.50","WJ","O","CL","H","R","A",18,,30,1.9,"<2",9,2015,TRUE,FALSE,2
2015-05-26,18:25:00,2015-05-26 18:25:00,"WJ068.50","WJ","O","SW","H","R","A",16,,30,10,"10",5,2015,FALSE,FALSE,10
2015-04-06,15:40:00,2015-04-06 15:40:00,"WJ068.50","WJ","O","CL","E","R","A",4,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2019-10-15,12:20:00,2019-10-15 12:20:00,"WJ067.00","WJ","O",,"H","A","A",10,,32,1.9,"<2",3,2019,TRUE,FALSE,2
2019-09-30,12:18:00,2019-09-30 12:18:00,"WJ067.00","WJ","O",,"HF","A","A",12,,31,1.9,"<2",3,2019,TRUE,FALSE,2
2019-08-26,09:08:00,2019-08-26 09:08:00,"WJ067.00","WJ","O",,"HE","A","A",16,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-07-01,10:40:00,2019-07-01 10:40:00,"WJ067.00","WJ","O",,"H","A","A",18,,,,,,2019,,,
2019-07-01,10:40:00,2019-07-01 10:40:00,"WJ067.00","WJ","O",,"H","A","A",18,,,1.9,"<2",4,2019,TRUE,FALSE,2
2019-06-12,07:31:00,2019-06-12 07:31:00,"WJ067.00","WJ","O",,"H","A","A",9,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-04-09,14:30:00,2019-04-09 14:30:00,"WJ067.00","WJ","O",,"H","A","A",3,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2018-11-06,08:02:00,2018-11-06 08:02:00,"WJ067.00","WJ","O",,"F","A","A",6,,31,2,"2",3,2018,FALSE,FALSE,2
2018-09-19,09:15:00,2018-09-19 09:15:00,"WJ067.00","WJ","O","N","HE","A","A",15,,33,12,"12",5,2018,FALSE,FALSE,12
2018-08-22,08:53:00,2018-08-22 08:53:00,"WJ067.00","WJ","O","E","H","A","A",20,,29,2,"2",6,2018,FALSE,FALSE,2
2018-06-18,15:37:00,2018-06-18 15:37:00,"WJ067.00","WJ","O","S","H","A","A",13,,35,1.9,"<2",7,2018,TRUE,FALSE,2
2018-05-22,17:23:00,2018-05-22 17:23:00,"WJ067.00","WJ","O","S","HF","A","A",11,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-04-09,08:52:00,2018-04-09 08:52:00,"WJ067.00","WJ","O","W","E","A","A",5,,32,1.9,"<2",2,2018,TRUE,FALSE,2
2017-09-27,17:36:00,2017-09-27 17:36:00,"WJ067.00","WJ","O","SE","HE","A","A",20,,32,180,"180",7,2017,FALSE,FALSE,180
2017-08-16,,2017-08-16 00:00:00,"WJ067.00","WJ","O","CL","F","A","A",18,,30,88,"88",6,2017,FALSE,FALSE,88
2017-07-26,14:16:00,2017-07-26 14:16:00,"WJ067.00","WJ","O","S","H","A","A",21,,32,5.5,"5.5",6,2017,FALSE,FALSE,5.5
2017-06-13,14:15:00,2017-06-13 14:15:00,"WJ067.00","WJ","O","SW","H","A","A",20,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-02,17:23:00,2017-05-02 17:23:00,"WJ067.00","WJ","O","E","H","A","A",5,,28,1.9,"<2",4,2017,TRUE,FALSE,2
2017-04-03,17:10:00,2017-04-03 17:10:00,"WJ067.00","WJ","O","NW","H","A","A",3,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2016-11-29,09:50:00,2016-11-29 09:50:00,"WJ067.00","WJ","O","NE","HF","A","A",5,,32,1.9,"<2",8,2016,TRUE,FALSE,2
2016-11-14,10:46:00,2016-11-14 10:46:00,"WJ067.00","WJ","O","SW","HE","A","A",9,,32,6,"6",3,2016,FALSE,FALSE,6
2016-08-01,11:28:00,2016-08-01 11:28:00,"WJ067.00","WJ","O","CL","HE","A","A",20,,30,58,"58",2,2016,FALSE,FALSE,58
2016-06-20,10:12:00,2016-06-20 10:12:00,"WJ067.00","WJ","O","SE","F","A","A",19,,30,8,"8",6,2016,FALSE,FALSE,8
2016-05-04,09:31:00,2016-05-04 09:31:00,"WJ067.00","WJ","O","E","H","A","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-04-05,10:06:00,2016-04-05 10:06:00,"WJ067.00","WJ","O","W","H","A","A",2,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2015-11-03,14:47:00,2015-11-03 14:47:00,"WJ067.00","WJ","O","SW","F","A","A",10,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-10-20,15:52:00,2015-10-20 15:52:00,"WJ067.00","WJ","O","SW","HF","A","A",12,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-08-31,11:49:00,2015-08-31 11:49:00,"WJ067.00","WJ","O","SW","HF","A","A",19,,30,2,"2",4,2015,FALSE,FALSE,2
2015-07-20,14:12:00,2015-07-20 14:12:00,"WJ067.00","WJ","O","CL","HF","A","A",21,,30,1.9,"<2",9,2015,TRUE,FALSE,2
2015-05-26,18:00:00,2015-05-26 18:00:00,"WJ067.00","WJ","O","SW","HF","A","A",14,,30,2,"2",5,2015,FALSE,FALSE,2
2015-04-06,15:18:00,2015-04-06 15:18:00,"WJ067.00","WJ","O","N","E","A","A",3,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2019-10-15,12:06:00,2019-10-15 12:06:00,"WJ066.00","WJ","C",,"HF","CA","A",10,,32,2,"2",3,2019,FALSE,FALSE,2
2019-09-30,12:14:00,2019-09-30 12:14:00,"WJ066.00","WJ","C",,"HF","CA","A",12,,31,1.9,"<2",3,2019,TRUE,FALSE,2
2019-08-26,08:58:00,2019-08-26 08:58:00,"WJ066.00","WJ","C",,"HE","CA","A",16,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-07-01,10:26:00,2019-07-01 10:26:00,"WJ066.00","WJ","C",,"H","CA","A",18,,,,,,2019,,,
2019-07-01,10:26:00,2019-07-01 10:26:00,"WJ066.00","WJ","C",,"H","CA","A",18,,,5.5,"5.5",4,2019,FALSE,FALSE,5.5
2019-06-12,07:18:00,2019-06-12 07:18:00,"WJ066.00","WJ","C",,"H","CA","A",11,,30,2,"2",5,2019,FALSE,FALSE,2
2019-04-09,14:15:00,2019-04-09 14:15:00,"WJ066.00","WJ","O",,"H","CA","A",3,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-03-26,16:40:00,2019-03-26 16:40:00,"WJ066.00","WJ","O",,"H","CA","A",4,,30,1.9,"<2",2,2019,TRUE,FALSE,2
2019-03-18,10:15:00,2019-03-18 10:15:00,"WJ066.00","WJ","O",,"HE","CA","A",2,,33,1.9,"<2",4,2019,TRUE,FALSE,2
2019-03-05,14:36:00,2019-03-05 14:36:00,"WJ066.00","WJ","O",,"E","CA","A",-2,,30,4,"4",5,2019,FALSE,FALSE,4
2019-02-26,19:50:00,2019-02-26 19:50:00,"WJ066.00","WJ","O",,"E","CA","A",0,,28,1.9,"<2",1,2019,TRUE,FALSE,2
2019-02-11,14:35:00,2019-02-11 14:35:00,"WJ066.00","WJ","O",,"HF","CA","A",2,,31,1.9,"<2",2,2019,TRUE,FALSE,2
2019-01-14,14:16:00,2019-01-14 14:16:00,"WJ066.00","WJ",,,"F","CA","A",,,,,,,2019,,,
2018-11-06,07:54:00,2018-11-06 07:54:00,"WJ066.00","WJ","O",,"F","CA","A",5,,31,6,"6",3,2018,FALSE,FALSE,6
2018-09-19,09:10:00,2018-09-19 09:10:00,"WJ066.00","WJ","C","N","HE","CA","A",16,,33,10,"10",5,2018,FALSE,FALSE,10
2018-08-22,08:40:00,2018-08-22 08:40:00,"WJ066.00","WJ","C","E","HF","CA","A",20,,29,11,"11",6,2018,FALSE,FALSE,11
2018-06-18,15:18:00,2018-06-18 15:18:00,"WJ066.00","WJ","C","S","HF","CA","A",15,,35,1.9,"<2",7,2018,TRUE,FALSE,2
2018-05-22,17:06:00,2018-05-22 17:06:00,"WJ066.00","WJ","C","S","HF","CA","A",11,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-04-09,08:44:00,2018-04-09 08:44:00,"WJ066.00","WJ","O","W","E","CA","A",4,,32,48,"48",2,2018,FALSE,FALSE,48
2018-03-20,14:45:00,2018-03-20 14:45:00,"WJ066.00","WJ","O","CL","HE","CA","A",4,,34,1.9,"<2",3,2018,TRUE,FALSE,2
2018-02-21,14:00:00,2018-02-21 14:00:00,"WJ066.00","WJ","O","SW","HF","CA","A",3,,31,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-06,14:30:00,2018-02-06 14:30:00,"WJ066.00","WJ","O","SW","HF","CA","A",2,,31,1.9,"<2",3,2018,TRUE,FALSE,2
2018-01-22,13:55:00,2018-01-22 13:55:00,"WJ066.00","WJ","O","CL","H","CA","A",-2,,30,2,"2",4,2018,FALSE,FALSE,2
2018-01-09,14:47:00,2018-01-09 14:47:00,"WJ066.00","WJ",,,"F","CA","A",,,,,,,2018,,,
2017-12-04,10:20:00,2017-12-04 10:20:00,"WJ066.00","WJ","O","NW","HF","CA","A",2,,30,2,"2",1,2017,FALSE,FALSE,2
2017-09-27,17:28:00,2017-09-27 17:28:00,"WJ066.00","WJ","C","SE","H","CA","A",22,,32,1700,">1600",7,2017,FALSE,TRUE,1600
2017-08-16,,2017-08-16 00:00:00,"WJ066.00","WJ","C","CL","F","CA","A",18,,31,6,"6",6,2017,FALSE,FALSE,6
2017-07-26,14:06:00,2017-07-26 14:06:00,"WJ066.00","WJ","C","S","H","CA","A",20,,33,1.9,"<2",6,2017,TRUE,FALSE,2
2017-06-13,14:05:00,2017-06-13 14:05:00,"WJ066.00","WJ","C","SW","HF","CA","A",25,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-02,17:15:00,2017-05-02 17:15:00,"WJ066.00","WJ","C","E","H","CA","A",7,,28,2,"2",4,2017,FALSE,FALSE,2
2017-04-03,17:04:00,2017-04-03 17:04:00,"WJ066.00","WJ","O","NW","H","CA","A",5,,30,8,"8",3,2017,FALSE,FALSE,8
2017-03-27,14:13:00,2017-03-27 14:13:00,"WJ066.00","WJ","O",,"E","CA","A",,,30,1.9,"<2",7,2017,TRUE,FALSE,2
2017-03-22,07:46:00,2017-03-22 07:46:00,"WJ066.00","WJ","O","S","HE","CA","A",3,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2017-03-13,10:59:00,2017-03-13 10:59:00,"WJ066.00","WJ",,,"F","CA","A",,,,,,,2017,,,
2017-02-27,13:49:00,2017-02-27 13:49:00,"WJ066.00","WJ","O",,"LE","CA","A",5,,30,2,"2",7,2017,FALSE,FALSE,2
2017-02-06,10:16:00,2017-02-06 10:16:00,"WJ066.00","WJ",,,"E","CA","A",,,,,,,2017,,,
2017-01-04,12:15:00,2017-01-04 12:15:00,"WJ066.00","WJ","O","CL","F","CA","A",7,,30,2,"2",4,2017,FALSE,FALSE,2
2016-12-13,10:12:00,2016-12-13 10:12:00,"WJ066.00","WJ","O","CL","H","CA","A",4,,32,1.9,"<2",4,2016,TRUE,FALSE,2
2016-11-29,09:45:00,2016-11-29 09:45:00,"WJ066.00","WJ","C","NE","HF","CA","A",5,,32,2,"2",8,2016,FALSE,FALSE,2
2016-11-14,10:40:00,2016-11-14 10:40:00,"WJ066.00","WJ","C","SW","HE","CA","A",7,,32,2,"2",3,2016,FALSE,FALSE,2
2016-08-01,11:11:00,2016-08-01 11:11:00,"WJ066.00","WJ","C","CL","HE","CA","A",21,,30,14,"14",2,2016,FALSE,FALSE,14
2016-06-20,09:46:00,2016-06-20 09:46:00,"WJ066.00","WJ","C","E","F","CA","A",19,,30,4,"4",6,2016,FALSE,FALSE,4
2016-05-04,09:25:00,2016-05-04 09:25:00,"WJ066.00","WJ","C","E","H","CA","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-04-05,10:00:00,2016-04-05 10:00:00,"WJ066.00","WJ","O","W","H","CA","A",0,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-21,13:11:00,2016-03-21 13:11:00,"WJ066.00","WJ","O","NW","E","CA","A",3,,29,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-09,14:32:00,2016-03-09 14:32:00,"WJ066.00","WJ","O","CL","E","CA","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-02-08,11:45:00,2016-02-08 11:45:00,"WJ066.00","WJ","O","N","HE","CA","A",0,,30,4,"4",0,2016,FALSE,FALSE,4
2016-01-19,09:48:00,2016-01-19 09:48:00,"WJ066.00","WJ","O","NW","E","CA","A",0,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2015-12-29,13:42:00,2015-12-29 13:42:00,"WJ066.00","WJ","O","CL","H","CA","A",3,,30,1.9,"<2",6,2015,TRUE,FALSE,2
2015-12-15,12:08:00,2015-12-15 12:08:00,"WJ066.00","WJ","O","N","HF","CA","A",6,,30,4,"4",4,2015,FALSE,FALSE,4
2015-12-01,13:05:00,2015-12-01 13:05:00,"WJ066.00","WJ","O","CL","F","CA","A",5,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-11-03,14:41:00,2015-11-03 14:41:00,"WJ066.00","WJ","C","SW","F","CA","A",10,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-10-20,15:45:00,2015-10-20 15:45:00,"WJ066.00","WJ","C","SW","HF","CA","A",11,,32,2,"2",3,2015,FALSE,FALSE,2
2015-08-31,11:43:00,2015-08-31 11:43:00,"WJ066.00","WJ","C","SW","HF","CA","A",19,,31,11,"11",4,2015,FALSE,FALSE,11
2015-07-20,14:05:00,2015-07-20 14:05:00,"WJ066.00","WJ","C","CL","HF","CA","A",21,,30,1.9,"<2",9,2015,TRUE,FALSE,2
2015-05-26,17:52:00,2015-05-26 17:52:00,"WJ066.00","WJ","C","SW","HF","CA","A",16,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-04-28,08:41:00,2015-04-28 08:41:00,"WJ066.00","WJ","O","N","HE","CA","A",8,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-04-06,14:54:00,2015-04-06 14:54:00,"WJ066.00","WJ","O","CL","E","CA","A",3,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-03-10,15:16:00,2015-03-10 15:16:00,"WJ066.00","WJ","O",,"H","CA","A",,,,,,,2015,,,
2015-02-18,12:12:00,2015-02-18 12:12:00,"WJ066.00","WJ","O",,"E","CA","A",,,,,,,2015,,,
2015-01-21,13:17:00,2015-01-21 13:17:00,"WJ066.00","WJ","O","CL","E","CA","A",-2,,32,1.9,"<2",4,2015,TRUE,FALSE,2
2015-01-07,10:47:00,2015-01-07 10:47:00,"WJ066.00","WJ","O",,"F","CA","A",,,,,,,2015,,,
2019-10-15,12:04:00,2019-10-15 12:04:00,"WJ065.00","WJ","C",,"HF","CA","A",10,,32,4,"4",3,2019,FALSE,FALSE,4
2019-09-30,12:04:00,2019-09-30 12:04:00,"WJ065.00","WJ","C",,"HF","CA","A",12,,30,1.9,"<2",3,2019,TRUE,FALSE,2
2019-08-26,08:56:00,2019-08-26 08:56:00,"WJ065.00","WJ","C",,"HE","CA","A",16,,30,4,"4",5,2019,FALSE,FALSE,4
2019-07-01,10:23:00,2019-07-01 10:23:00,"WJ065.00","WJ","C",,"H","CA","A",18,,,,,,2019,,,
2019-07-01,10:23:00,2019-07-01 10:23:00,"WJ065.00","WJ","C",,"H","CA","A",18,,,2,"2",4,2019,FALSE,FALSE,2
2019-06-12,07:16:00,2019-06-12 07:16:00,"WJ065.00","WJ","C",,"H","CA","A",11,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-04-09,14:20:00,2019-04-09 14:20:00,"WJ065.00","WJ","O",,"H","CA","A",3,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-03-26,16:49:00,2019-03-26 16:49:00,"WJ065.00","WJ","O",,"H","CA","A",4,,30,1.9,"<2",2,2019,TRUE,FALSE,2
2019-03-18,10:13:00,2019-03-18 10:13:00,"WJ065.00","WJ","O",,"HE","CA","A",0,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-03-05,14:28:00,2019-03-05 14:28:00,"WJ065.00","WJ","O",,"E","CA","A",-2,,30,1.9,"<2",5,2019,TRUE,FALSE,2
2019-02-26,19:42:00,2019-02-26 19:42:00,"WJ065.00","WJ","O",,"E","CA","A",1,,32,1.9,"<2",1,2019,TRUE,FALSE,2
2019-02-11,14:30:00,2019-02-11 14:30:00,"WJ065.00","WJ","O",,"HF","CA","A",3,,22,4,"4",2,2019,FALSE,FALSE,4
2019-01-14,14:12:00,2019-01-14 14:12:00,"WJ065.00","WJ",,,"F","CA","A",,,,,,,2019,,,
2018-11-06,07:52:00,2018-11-06 07:52:00,"WJ065.00","WJ","C",,"F","CA","A",5,,31,6,"6",3,2018,FALSE,FALSE,6
2018-09-19,09:05:00,2018-09-19 09:05:00,"WJ065.00","WJ","C","N","HE","CA","A",17,,33,2,"2",5,2018,FALSE,FALSE,2
2018-08-22,08:38:00,2018-08-22 08:38:00,"WJ065.00","WJ","C","E","HF","CA","A",20,,28,6,"6",6,2018,FALSE,FALSE,6
2018-06-18,15:15:00,2018-06-18 15:15:00,"WJ065.00","WJ","C","S","HF","CA","A",16,,35,2,"2",7,2018,FALSE,FALSE,2
2018-05-22,17:00:00,2018-05-22 17:00:00,"WJ065.00","WJ","C","S","HF","CA","A",11,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-04-09,08:39:00,2018-04-09 08:39:00,"WJ065.00","WJ","O","W","E","CA","A",5,,34,1.9,"<2",2,2018,TRUE,FALSE,2
2018-03-20,14:40:00,2018-03-20 14:40:00,"WJ065.00","WJ","O","CL","HE","CA","A",5,,34,1.9,"<2",3,2018,TRUE,FALSE,2
2018-02-21,13:55:00,2018-02-21 13:55:00,"WJ065.00","WJ","O","SW","HF","CA","A",7,,29,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-06,14:24:00,2018-02-06 14:24:00,"WJ065.00","WJ","O","SW","HF","CA","A",-1,,24,1.9,"<2",3,2018,TRUE,FALSE,2
2018-01-22,14:05:00,2018-01-22 14:05:00,"WJ065.00","WJ","O","CL","H","CA","A",-1,,30,1.9,"<2",4,2018,TRUE,FALSE,2
2018-01-09,14:43:00,2018-01-09 14:43:00,"WJ065.00","WJ",,,"F","CA","A",,,,,,,2018,,,
2017-12-04,10:15:00,2017-12-04 10:15:00,"WJ065.00","WJ","O","CL","HF","CA","A",3,,30,1.9,"<2",1,2017,TRUE,FALSE,2
2017-09-27,17:22:00,2017-09-27 17:22:00,"WJ065.00","WJ","C","SE","H","CA","A",23,,32,10,"10",7,2017,FALSE,FALSE,10
2017-08-16,,2017-08-16 00:00:00,"WJ065.00","WJ","C","CL","F","CA","A",19,,31,2,"2",6,2017,FALSE,FALSE,2
2017-07-26,14:01:00,2017-07-26 14:01:00,"WJ065.00","WJ","C","S","H","CA","A",20,,32,1.9,"<2",6,2017,TRUE,FALSE,2
2017-06-13,13:57:00,2017-06-13 13:57:00,"WJ065.00","WJ","C","CL","HF","CA","A",22,,30,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-02,17:10:00,2017-05-02 17:10:00,"WJ065.00","WJ","C","E","H","CA","A",7,,28,2,"2",4,2017,FALSE,FALSE,2
2017-04-03,17:00:00,2017-04-03 17:00:00,"WJ065.00","WJ","O","NW","H","CA","A",10,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2017-03-27,13:33:00,2017-03-27 13:33:00,"WJ065.00","WJ","O",,"E","CA","A",,,30,1.9,"<2",7,2017,TRUE,FALSE,2
2017-03-22,07:40:00,2017-03-22 07:40:00,"WJ065.00","WJ","O","S","HE","CA","A",3,,32,1.9,"<2",4,2017,TRUE,FALSE,2
2017-03-13,10:51:00,2017-03-13 10:51:00,"WJ065.00","WJ",,,"F","CA","A",,,,,,,2017,,,
2017-02-27,13:43:00,2017-02-27 13:43:00,"WJ065.00","WJ","O",,"LE","CA","A",5,,30,4,"4",7,2017,FALSE,FALSE,4
2017-02-06,10:09:00,2017-02-06 10:09:00,"WJ065.00","WJ",,,"E","CA","A",,,,,,,2017,,,
2017-01-04,12:09:00,2017-01-04 12:09:00,"WJ065.00","WJ","O","CL","F","CA","A",8,,26,6,"6",4,2017,FALSE,FALSE,6
2016-12-13,09:24:00,2016-12-13 09:24:00,"WJ065.00","WJ","O","CL","H","CA","A",4,,30,31,"31",4,2016,FALSE,FALSE,31
2016-11-29,09:42:00,2016-11-29 09:42:00,"WJ065.00","WJ","C","NE","HF","CA","A",4,,32,1.9,"<2",8,2016,TRUE,FALSE,2
2016-11-14,10:36:00,2016-11-14 10:36:00,"WJ065.00","WJ","C","SW","H","CA","A",2,,32,27,"27",3,2016,FALSE,FALSE,27
2016-08-01,11:06:00,2016-08-01 11:06:00,"WJ065.00","WJ","C","CL","H","CA","A",20,,30,1.9,"<2",2,2016,TRUE,FALSE,2
2016-06-20,09:58:00,2016-06-20 09:58:00,"WJ065.00","WJ","C","E","F","CA","A",22,,30,8,"8",6,2016,FALSE,FALSE,8
2016-05-04,09:20:00,2016-05-04 09:20:00,"WJ065.00","WJ","C","E","H","CA","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-04-05,09:53:00,2016-04-05 09:53:00,"WJ065.00","WJ","O","W","H","CA","A",-2,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-21,12:53:00,2016-03-21 12:53:00,"WJ065.00","WJ","O","N","E","CA","A",3,,30,1.9,"<2",0,2016,TRUE,FALSE,2
2016-03-09,13:54:00,2016-03-09 13:54:00,"WJ065.00","WJ","O","W","E","CA","A",9,,24,1.9,"<2",3,2016,TRUE,FALSE,2
2016-02-08,11:35:00,2016-02-08 11:35:00,"WJ065.00","WJ","O","CL","HE","CA","A",-1,,30,2,"2",0,2016,FALSE,FALSE,2
2016-01-25,11:23:00,2016-01-25 11:23:00,"WJ065.00","WJ","O","CL","H","CA","A",-1,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-01-19,09:31:00,2016-01-19 09:31:00,"WJ065.00","WJ",,,"E","CA","A",,,,,,,2016,,,
2015-12-29,13:33:00,2015-12-29 13:33:00,"WJ065.00","WJ","O","E","H","CA","A",3,,28,1.9,"<2",6,2015,TRUE,FALSE,2
2015-12-15,12:04:00,2015-12-15 12:04:00,"WJ065.00","WJ","O","CL","HF","CA","A",7,,30,2,"2",4,2015,FALSE,FALSE,2
2015-12-01,12:50:00,2015-12-01 12:50:00,"WJ065.00","WJ","O","CL","F","CA","A",5,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-11-03,14:36:00,2015-11-03 14:36:00,"WJ065.00","WJ","C","SW","F","CA","A",14,,30,2,"2",5,2015,FALSE,FALSE,2
2015-10-20,15:38:00,2015-10-20 15:38:00,"WJ065.00","WJ","C","SW","HF","CA","A",13,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-08-31,11:35:00,2015-08-31 11:35:00,"WJ065.00","WJ","C","CL","HF","CA","A",21,,30,5.5,"5.5",4,2015,FALSE,FALSE,5.5
2015-07-20,13:58:00,2015-07-20 13:58:00,"WJ065.00","WJ","C","CL","HF","CA","A",26,,30,2,"2",9,2015,FALSE,FALSE,2
